"N","ExpectedLength","Method","M","m"
41,81.6921141627856,"BK",25,5
42,84.814224768153,"BK",25,5
43,87.9210099073488,"BK",25,5
44,91.0148395090931,"BK",25,5
45,94.0980768925028,"BK",25,5
46,97.1729663146768,"BK",25,5
47,100.241556760367,"BK",25,5
48,103.305655653595,"BK",25,5
49,106.366806494203,"BK",25,5
50,109.426284868666,"BK",25,5
51,112.485107870417,"BK",25,5
52,115.544052660282,"BK",25,5
53,118.603680646986,"BK",25,5
54,121.664364511449,"BK",25,5
55,124.726315987278,"BK",25,5
56,127.789612910675,"BK",25,5
57,130.854224550494,"BK",25,5
58,133.920034622126,"BK",25,5
59,136.986861685794,"BK",25,5
60,140.054476844314,"BK",25,5
61,143.122618802982,"BK",25,5
62,146.191006449724,"BK",25,5
63,149.259349170052,"BK",25,5
64,152.327355139445,"BK",25,5
65,155.394737843886,"BK",25,5
66,158.461221073942,"BK",25,5
67,161.526542623785,"BK",25,5
68,164.590456907416,"BK",25,5
69,167.652736682646,"BK",25,5
70,170.713174050801,"BK",25,5
71,173.771580877991,"BK",25,5
72,176.82778876276,"BK",25,5
73,179.881648655569,"BK",25,5
74,182.933030218153,"BK",25,5
75,185.9818209953,"BK",25,5
76,189.027925458127,"BK",25,5
77,192.071263966356,"BK",25,5
78,195.111771687198,"BK",25,5
79,198.149397500233,"BK",25,5
80,201.184102910752,"BK",25,5
81,204.215860988439,"BK",25,5
82,207.244655343631,"BK",25,5
83,210.27047914975,"BK",25,5
84,213.293334217546,"BK",25,5
85,216.313230124483,"BK",25,5
86,219.330183400836,"BK",25,5
87,222.344216772658,"BK",25,5
88,225.355358460803,"BK",25,5
89,228.363641534381,"BK",25,5
90,231.369103316532,"BK",25,5
91,234.371784840012,"BK",25,5
92,237.371730349852,"BK",25,5
93,240.368986850233,"BK",25,5
94,243.363603692659,"BK",25,5
95,246.355632202494,"BK",25,5
96,249.345125340969,"BK",25,5
97,252.332137399785,"BK",25,5
98,255.316723725442,"BK",25,5
99,258.298940470414,"BK",25,5
100,261.27884436819,"BK",25,5
101,264.256492529083,"BK",25,5
102,267.231942253455,"BK",25,5
103,270.205250858759,"BK",25,5
104,273.176475516432,"BK",25,5
105,276.145673094302,"BK",25,5
106,279.112899999786,"BK",25,5
107,282.078212018755,"BK",25,5
108,285.041664144642,"BK",25,5
109,288.003310392081,"BK",25,5
110,290.963203589262,"BK",25,5
111,293.921395143121,"BK",25,5
112,296.877934771663,"BK",25,5
113,299.832870197985,"BK",25,5
114,302.786246801037,"BK",25,5
115,305.738107218767,"BK",25,5
116,308.688490900059,"BK",25,5
117,311.637433602793,"BK",25,5
118,314.58496683631,"BK",25,5
119,317.531117247713,"BK",25,5
120,320.475905952494,"BK",25,5
121,323.419347811202,"BK",25,5
122,326.361450654969,"BK",25,5
123,329.302214463836,"BK",25,5
124,332.241630502866,"BK",25,5
125,335.179680421985,"BK",25,5
126,338.116335326358,"BK",25,5
127,341.051554824802,"BK",25,5
128,343.985286064375,"BK",25,5
129,346.917462759696,"BK",25,5
130,349.848004225875,"BK",25,5
131,352.776814424079,"BK",25,5
132,355.70378102879,"BK",25,5
133,358.628774525676,"BK",25,5
134,361.551647348745,"BK",25,5
135,364.472233065115,"BK",25,5
136,367.390345615206,"BK",25,5
137,370.30577861566,"BK",25,5
138,373.218304731598,"BK",25,5
139,376.127675124158,"BK",25,5
140,379.033618978483,"BK",25,5
141,381.935843116536,"BK",25,5
142,384.834031698339,"BK",25,5
143,387.727846014366,"BK",25,5
144,390.616924371046,"BK",25,5
145,393.500882070509,"BK",25,5
146,396.379311484919,"BK",25,5
147,399.251782225016,"BK",25,5
148,402.117841401747,"BK",25,5
149,404.977013979217,"BK",25,5
150,407.82880321657,"BK",25,5
151,410.672691195836,"BK",25,5
152,413.508139432275,"BK",25,5
153,416.334589563295,"BK",25,5
154,419.151464111621,"BK",25,5
155,421.958167318039,"BK",25,5
156,424.754086038796,"BK",25,5
157,427.538590702436,"BK",25,5
158,430.311036320769,"BK",25,5
159,433.070763548455,"BK",25,5
160,435.817099785665,"BK",25,5
161,438.549360318244,"BK",25,5
162,441.266849489779,"BK",25,5
163,443.968861900063,"BK",25,5
164,446.654683624504,"BK",25,5
165,449.323593449165,"BK",25,5
166,451.974864116241,"BK",25,5
167,454.607763574973,"BK",25,5
168,457.221556233173,"BK",25,5
169,459.815504204766,"BK",25,5
170,462.388868548943,"BK",25,5
171,464.940910496798,"BK",25,5
172,467.470892661544,"BK",25,5
173,469.978080228669,"BK",25,5
174,472.461742122645,"BK",25,5
175,474.921152147072,"BK",25,5
176,477.355590095404,"BK",25,5
177,479.76434282965,"BK",25,5
178,482.146705324729,"BK",25,5
179,484.501981676386,"BK",25,5
180,486.829486070832,"BK",25,5
181,489.128543714543,"BK",25,5
182,491.398491722817,"BK",25,5
183,493.638679966012,"BK",25,5
184,495.848471872502,"BK",25,5
185,498.027245187685,"BK",25,5
186,500.174392688498,"BK",25,5
187,502.289322853151,"BK",25,5
188,504.371460485898,"BK",25,5
189,506.420247296889,"BK",25,5
190,508.43514243726,"BK",25,5
191,510.415622989778,"BK",25,5
192,512.361184415484,"BK",25,5
193,514.271340956915,"BK",25,5
194,516.145625998563,"BK",25,5
195,517.983592385375,"BK",25,5
196,519.784812700143,"BK",25,5
197,521.548879500762,"BK",25,5
198,523.275405518359,"BK",25,5
199,524.964023817407,"BK",25,5
200,526.614387918955,"BK",25,5
25,4,"BK",25,15
26,5.73076923076923,"BK",25,15
27,6.77777777777778,"BK",25,15
28,7.97130647130647,"BK",25,15
29,9.23977937771041,"BK",25,15
30,10.4257294429708,"BK",25,15
31,11.5226917440488,"BK",25,15
32,12.5057590104865,"BK",25,15
33,13.3891598452221,"BK",25,15
34,14.2338067938735,"BK",25,15
35,15.078279895855,"BK",25,15
36,15.9264207551193,"BK",25,15
37,16.7648974501032,"BK",25,15
38,17.582839791961,"BK",25,15
39,18.3801271965899,"BK",25,15
40,19.1621494430171,"BK",25,15
41,19.9346664144271,"BK",25,15
42,20.7037308875395,"BK",25,15
43,21.4744753918598,"BK",25,15
44,22.2497548252073,"BK",25,15
45,23.0306830136984,"BK",25,15
46,23.8175170576509,"BK",25,15
47,24.6099432129358,"BK",25,15
48,25.4073383673733,"BK",25,15
49,26.2087989542018,"BK",25,15
50,27.0132848837239,"BK",25,15
51,27.8158000828132,"BK",25,15
52,28.6013719988464,"BK",25,15
53,29.341544414195,"BK",25,15
54,29.9959106779498,"BK",25,15
55,30.5179192330194,"BK",25,15
56,30.8624428847149,"BK",25,15
57,30.9926323323894,"BK",25,15
58,30.884529903808,"BK",25,15
59,30.5289929116202,"BK",25,15
60,29.9312470413299,"BK",25,15
61,29.1087688398666,"BK",25,15
62,28.0882641476907,"BK",25,15
63,26.9023940088853,"BK",25,15
64,25.5867108934728,"BK",25,15
65,24.1770775011444,"BK",25,15
66,22.7076841576847,"BK",25,15
67,21.2096702830746,"BK",25,15
68,19.7102879285448,"BK",25,15
69,18.2325120837992,"BK",25,15
70,16.7949931442566,"BK",25,15
71,15.412252537589,"BK",25,15
72,14.095036040228,"BK",25,15
73,12.8507559025477,"BK",25,15
74,11.6839694886137,"BK",25,15
75,10.5968570279342,"BK",25,15
76,9.58967351659794,"BK",25,15
77,8.6611596308512,"BK",25,15
78,7.80890390297815,"BK",25,15
79,7.02965369661407,"BK",25,15
80,6.3195760989368,"BK",25,15
81,5.67447210233459,"BK",25,15
82,5.08994871623864,"BK",25,15
83,4.561554212411,"BK",25,15
84,4.08488178799583,"BK",25,15
85,3.65564670140452,"BK",25,15
86,3.2697415231814,"BK",25,15
87,2.92327363765436,"BK",25,15
88,2.61258859332519,"BK",25,15
89,2.33428237107393,"BK",25,15
90,2.08520514409297,"BK",25,15
91,1.86245865559304,"BK",25,15
92,1.6633889456031,"BK",25,15
93,1.48557581740205,"BK",25,15
94,1.32682014487841,"BK",25,15
95,1.18512988019342,"BK",25,15
96,1.05870542140991,"BK",25,15
97,0.945924836858255,"BK",25,15
98,0.845329311675975,"BK",25,15
99,0.755609077270844,"BK",25,15
100,0.675590001988422,"BK",25,15
101,0.604220957111,"BK",25,15
102,0.540562023103791,"BK",25,15
103,0.483773563884474,"BK",25,15
104,0.433106169411839,"BK",25,15
105,0.387891447063246,"BK",25,15
106,0.347533628449402,"BK",25,15
107,0.311501949153185,"BK",25,15
108,0.279323753289135,"BK",25,15
109,0.250578271889297,"BK",25,15
110,0.224891023235324,"BK",25,15
111,0.201928783828614,"BK",25,15
112,0.18139508029156,"BK",25,15
113,0.16302615479231,"BK",25,15
114,0.146587359328592,"BK",25,15
115,0.13186993720109,"BK",25,15
116,0.11868815311046,"BK",25,15
117,0.106876736419494,"BK",25,15
118,0.096288605158812,"BK",25,15
119,0.086792841269178,"BK",25,15
120,0.0782728903326747,"BK",25,15
121,0.0706249616282649,"BK",25,15
122,0.0637566067447564,"BK",25,15
123,0.0575854571931152,"BK",25,15
124,0.0520381034830824,"BK",25,15
125,0.0470490999724554,"BK",25,15
126,0.0425600814699618,"BK",25,15
127,0.0385189790846927,"BK",25,15
128,0.0348793241777142,"BK",25,15
129,0.0315996304961883,"BK",25,15
130,0.0286428456685271,"BK",25,15
131,0.0259758642218505,"BK",25,15
132,0.0235690951609336,"BK",25,15
133,0.0213960779309014,"BK",25,15
134,0.0194331412834889,"BK",25,15
135,0.0176591001873702,"BK",25,15
136,0.0160549864747886,"BK",25,15
137,0.0146038094067547,"BK",25,15
138,0.0132903427739874,"BK",25,15
139,0.0121009355365324,"BK",25,15
140,0.0110233433469683,"BK",25,15
141,0.0100465786051502,"BK",25,15
142,0.0091607769608759,"BK",25,15
143,0.00835707841857553,"BK",25,15
144,0.007627521408594,"BK",25,15
145,0.00696494837594303,"BK",25,15
146,0.00636292160230712,"BK",25,15
147,0.00581564812303895,"BK",25,15
148,0.00531791273005401,"BK",25,15
149,0.00486501816585943,"BK",25,15
150,0.00445273171514191,"BK",25,15
151,0.00407723748990977,"BK",25,15
152,0.00373509378347848,"BK",25,15
153,0.00342319493879604,"BK",25,15
154,0.00313873723877571,"BK",25,15
155,0.00287918838136916,"BK",25,15
156,0.00264226015089593,"BK",25,15
157,0.0024258839403702,"BK",25,15
158,0.00222818881787796,"BK",25,15
159,0.00204748186402229,"BK",25,15
160,0.00188223053757404,"BK",25,15
161,0.00173104685318258,"BK",25,15
162,0.00159267317870807,"BK",25,15
163,0.00146596948077804,"BK",25,15
164,0.00134990186585388,"BK",25,15
165,0.00124353228068559,"BK",25,15
166,0.00114600925077585,"BK",25,15
167,0.00105655954857717,"BK",25,15
168,0.0009744806947958,"BK",25,15
169,0.000899134206537272,"BK",25,15
170,0.000829939515247791,"BK",25,15
171,0.000766368485611254,"BK",25,15
172,0.000707940473868217,"BK",25,15
173,0.000654217870531402,"BK",25,15
174,0.000604802078271935,"BK",25,15
175,0.000559329880920432,"BK",25,15
176,0.00051747016413769,"BK",25,15
177,0.000478920952423067,"BK",25,15
178,0.000443406730799798,"BK",25,15
179,0.000410676022794404,"BK",25,15
180,0.000380499199255156,"BK",25,15
181,0.000352666495170909,"BK",25,15
182,0.000326986213990369,"BK",25,15
183,0.00030328310103356,"BK",25,15
184,0.000281396869458484,"BK",25,15
185,0.000261180863920948,"BK",25,15
186,0.000242500848565163,"BK",25,15
187,0.000225233907326158,"BK",25,15
188,0.000209267445728862,"BK",25,15
189,0.000194498284447985,"BK",25,15
190,0.000180831835860741,"BK",25,15
191,0.000168181355692936,"BK",25,15
192,0.000156467262638469,"BK",25,15
193,0.000145616519532269,"BK",25,15
194,0.000135562070285509,"BK",25,15
195,0.000126242327357036,"BK",25,15
196,0.000117600705043032,"BK",25,15
197,0.00010958519432384,"BK",25,15
198,0.000102147975418086,"BK",25,15
199,9.52450645642852e-05,"BK",25,15
200,8.88359918834216e-05,"BK",25,15
50,63,"BK",50,5
51,67.2156862745098,"BK",50,5
52,71.420060331825,"BK",50,5
53,75.6026637069922,"BK",50,5
54,79.7576861417039,"BK",50,5
55,83.8817923967758,"BK",50,5
56,87.9729580445452,"BK",50,5
57,92.029872386961,"BK",50,5
58,96.0516502560974,"BK",50,5
59,100.037704491719,"BK",50,5
60,103.987696139695,"BK",50,5
61,107.901517585621,"BK",50,5
62,111.779285765785,"BK",50,5
63,115.621334876327,"BK",50,5
64,119.428204620424,"BK",50,5
65,123.200623390163,"BK",50,5
66,126.939487302573,"BK",50,5
67,130.645836538892,"BK",50,5
68,134.320830459521,"BK",50,5
69,137.965722759802,"BK",50,5
70,141.58183764429,"BK",50,5
71,145.170547707521,"BK",50,5
72,148.7332539535,"BK",50,5
73,152.271368177739,"BK",50,5
74,155.786297775833,"BK",50,5
75,159.279432926631,"BK",50,5
76,162.752136019129,"BK",50,5
77,166.205733142877,"BK",50,5
78,169.64150743502,"BK",50,5
79,173.060694067227,"BK",50,5
80,176.464476657629,"BK",50,5
81,179.853984902739,"BK",50,5
82,183.230293239072,"BK",50,5
83,186.594420361614,"BK",50,5
84,189.947329444761,"BK",50,5
85,193.289928929868,"BK",50,5
86,196.623073761142,"BK",50,5
87,199.947566968175,"BK",50,5
88,203.264161508315,"BK",50,5
89,206.573562295592,"BK",50,5
90,209.876428354787,"BK",50,5
91,213.173375049622,"BK",50,5
92,216.464976343201,"BK",50,5
93,219.75176705647,"BK",50,5
94,223.034245097362,"BK",50,5
95,226.312873638767,"BK",50,5
96,229.588083228408,"BK",50,5
97,232.86027381774,"BK",50,5
98,236.129816700222,"BK",50,5
99,239.397056352267,"BK",50,5
100,242.662312172241,"BK",50,5
101,245.925880114859,"BK",50,5
102,249.188034219608,"BK",50,5
103,252.449028032975,"BK",50,5
104,255.709095925183,"BK",50,5
105,258.968454302534,"BK",50,5
106,262.227302717059,"BK",50,5
107,265.485824875342,"BK",50,5
108,268.74418954868,"BK",50,5
109,272.002551386587,"BK",50,5
110,275.261051636074,"BK",50,5
111,278.519818768905,"BK",50,5
112,281.778969019101,"BK",50,5
113,285.038606833214,"BK",50,5
114,288.298825235709,"BK",50,5
115,291.559706112175,"BK",50,5
116,294.821320413057,"BK",50,5
117,298.083728280941,"BK",50,5
118,301.346979104574,"BK",50,5
119,304.611111503096,"BK",50,5
120,307.876153244282,"BK",50,5
121,311.142121100972,"BK",50,5
122,314.409020649898,"BK",50,5
123,317.67684601786,"BK",50,5
124,320.945579580156,"BK",50,5
125,324.215191616613,"BK",50,5
126,327.485639930785,"BK",50,5
127,330.756869438107,"BK",50,5
128,334.028811728948,"BK",50,5
129,337.301384612641,"BK",50,5
130,340.574491648667,"BK",50,5
131,343.848021671135,"BK",50,5
132,347.121848312705,"BK",50,5
133,350.395829533946,"BK",50,5
134,353.669807164153,"BK",50,5
135,356.943606459164,"BK",50,5
136,360.217035681744,"BK",50,5
137,363.489885709634,"BK",50,5
138,366.761929676172,"BK",50,5
139,370.032922647935,"BK",50,5
140,373.302601343381,"BK",50,5
141,376.570683896369,"BK",50,5
142,379.836869667589,"BK",50,5
143,383.100839106817,"BK",50,5
144,386.362253668203,"BK",50,5
145,389.620755780613,"BK",50,5
146,392.875968874308,"BK",50,5
147,396.127497464969,"BK",50,5
148,399.374927295606,"BK",50,5
149,402.617825536422,"BK",50,5
150,405.855741042422,"BK",50,5
151,409.088204667884,"BK",50,5
152,412.314729636776,"BK",50,5
153,415.534811967804,"BK",50,5
154,418.747930952169,"BK",50,5
155,421.953549682185,"BK",50,5
156,425.151115628509,"BK",50,5
157,428.340061263416,"BK",50,5
158,431.519804727631,"BK",50,5
159,434.689750537628,"BK",50,5
160,437.849290330575,"BK",50,5
161,440.997803643869,"BK",50,5
162,444.134658725823,"BK",50,5
163,447.259213374575,"BK",50,5
164,450.37081580164,"BK",50,5
165,453.468805516987,"BK",50,5
166,456.552514232216,"BK",50,5
167,459.621266778619,"BK",50,5
168,462.674382036852,"BK",50,5
169,465.711173875041,"BK",50,5
170,468.73095209221,"BK",50,5
171,471.733023364016,"BK",50,5
172,474.716692187832,"BK",50,5
173,477.681261824467,"BK",50,5
174,480.626035233675,"BK",50,5
175,483.550316000996,"BK",50,5
176,486.453409253457,"BK",50,5
177,489.334622561866,"BK",50,5
178,492.193266827442,"BK",50,5
179,495.028657150918,"BK",50,5
180,497.840113682035,"BK",50,5
181,500.626962448021,"BK",50,5
182,503.388536159118,"BK",50,5
183,506.124174990021,"BK",50,5
184,508.833227335644,"BK",50,5
185,511.515050540465,"BK",50,5
186,514.169011600049,"BK",50,5
187,516.794487834033,"BK",50,5
188,519.390867529909,"BK",50,5
189,521.957550556834,"BK",50,5
190,524.493948948998,"BK",50,5
191,526.999487458289,"BK",50,5
192,529.473604075825,"BK",50,5
193,531.915750522214,"BK",50,5
194,534.325392706635,"BK",50,5
195,536.702011154416,"BK",50,5
196,539.045101403749,"BK",50,5
197,541.354174371093,"BK",50,5
198,543.628756686141,"BK",50,5
199,545.868390996323,"BK",50,5
200,548.072636241371,"BK",50,5
50,12,"BK",50,15
51,13.7647058823529,"BK",50,15
52,15.5294117647059,"BK",50,15
53,17.2650900708614,"BK",50,15
54,18.9620649420871,"BK",50,15
55,20.6199845289745,"BK",50,15
56,22.2401808328556,"BK",50,15
57,23.822176343819,"BK",50,15
58,25.3637611702597,"BK",50,15
59,26.8625092051897,"BK",50,15
60,28.3171277978892,"BK",50,15
61,29.7280858555981,"BK",50,15
62,31.0975959097503,"BK",50,15
63,32.4292197405086,"BK",50,15
64,33.7273416145097,"BK",50,15
65,34.9966660199945,"BK",50,15
66,36.2418168337164,"BK",50,15
67,37.4670603123707,"BK",50,15
68,38.67614350997,"BK",50,15
69,39.8722258749386,"BK",50,15
70,41.0578783140643,"BK",50,15
71,42.2351260544586,"BK",50,15
72,43.4055160321933,"BK",50,15
73,44.570194453495,"BK",50,15
74,45.729984674441,"BK",50,15
75,46.8854592435102,"BK",50,15
76,48.0370027722232,"BK",50,15
77,49.1848643184855,"BK",50,15
78,50.3291993204617,"BK",50,15
79,51.4701019511217,"BK",50,15
80,52.6076292070145,"BK",50,15
81,53.7418182100321,"BK",50,15
82,54.8726981765768,"BK",50,15
83,56.0002983641736,"BK",50,15
84,57.1246530949485,"BK",50,15
85,58.2458047198528,"BK",50,15
86,59.363805157753,"BK",50,15
87,60.4787164412072,"BK",50,15
88,61.5906105389787,"BK",50,15
89,62.69956860974,"BK",50,15
90,63.805679770882,"BK",50,15
91,64.9090394348329,"BK",50,15
92,66.0097472634823,"BK",50,15
93,67.1079048083564,"BK",50,15
94,68.2036129298139,"BK",50,15
95,69.2969691135866,"BK",50,15
96,70.3880648211584,"BK",50,15
97,71.4769830176842,"BK",50,15
98,72.5637960159892,"BK",50,15
99,73.6485637584303,"BK",50,15
100,74.7313326319903,"BK",50,15
101,75.8121348791564,"BK",50,15
102,76.8909886310501,"BK",50,15
103,77.967898553286,"BK",50,15
104,79.0428570618706,"BK",50,15
105,80.1158460381382,"BK",50,15
106,81.1868389498858,"BK",50,15
107,82.255803271046,"BK",50,15
108,83.3227030846972,"BK",50,15
109,84.3875017533631,"BK",50,15
110,85.4501645459318,"BK",50,15
111,86.5106611206908,"BK",50,15
112,87.5689677780431,"BK",50,15
113,88.6250694131623,"BK",50,15
114,89.6789611168054,"BK",50,15
115,90.7306493909324,"BK",50,15
116,91.7801529634818,"BK",50,15
117,92.8275032030754,"BK",50,15
118,93.8727441488634,"BK",50,15
119,94.9159321828507,"BK",50,15
120,95.9571353816784,"BK",50,15
121,96.9964325918635,"BK",50,15
122,98.0339122769147,"BK",50,15
123,99.0696711870393,"BK",50,15
124,100.103812902129,"BK",50,15
125,101.13644629705,"BK",50,15
126,102.167683975117,"BK",50,15
127,103.197640711368,"BK",50,15
128,104.226431942219,"BK",50,15
129,105.254172332589,"BK",50,15
130,106.280974445871,"BK",50,15
131,107.306947536445,"BK",50,15
132,108.332196478976,"BK",50,15
133,109.356820843658,"BK",50,15
134,110.380914121958,"BK",50,15
135,111.404563103289,"BK",50,15
136,112.427847399599,"BK",50,15
137,113.450839111862,"BK",50,15
138,114.473602630164,"BK",50,15
139,115.496194557156,"BK",50,15
140,116.518663743287,"BK",50,15
141,117.541051421327,"BK",50,15
142,118.563391426977,"BK",50,15
143,119.585710492137,"BK",50,15
144,120.60802859723,"BK",50,15
145,121.630359369124,"BK",50,15
146,122.65271051134,"BK",50,15
147,123.675084253521,"BK",50,15
148,124.697477807495,"BK",50,15
149,125.719883817581,"BK",50,15
150,126.742290793215,"BK",50,15
151,127.764683512257,"BK",50,15
152,128.787043383864,"BK",50,15
153,129.809348760211,"BK",50,15
154,130.831575186738,"BK",50,15
155,131.853695581273,"BK",50,15
156,132.875680332933,"BK",50,15
157,133.897497312427,"BK",50,15
158,134.919111786341,"BK",50,15
159,135.94048622881,"BK",50,15
160,136.961580025254,"BK",50,15
161,137.982349064085,"BK",50,15
162,139.002745213623,"BK",50,15
163,140.022715683159,"BK",50,15
164,141.042202268589,"BK",50,15
165,142.061140484902,"BK",50,15
166,143.079458589548,"BK",50,15
167,144.097076502561,"BK",50,15
168,145.11390463114,"BK",50,15
169,146.129842608161,"BK",50,15
170,147.144777955824,"BK",50,15
171,148.158584687202,"BK",50,15
172,149.171121859921,"BK",50,15
173,150.182232097488,"BK",50,15
174,151.191740094774,"BK",50,15
175,152.19945112508,"BK",50,15
176,153.205149566729,"BK",50,15
177,154.208597467525,"BK",50,15
178,155.209533165384,"BK",50,15
179,156.207669983385,"BK",50,15
180,157.202695016871,"BK",50,15
181,158.194268029704,"BK",50,15
182,159.182020475628,"BK",50,15
183,160.165554659743,"BK",50,15
184,161.144443053516,"BK",50,15
185,162.118227775505,"BK",50,15
186,163.086420248002,"BK",50,15
187,164.048501038213,"BK",50,15
188,165.003919890693,"BK",50,15
189,165.95209595576,"BK",50,15
190,166.892418216681,"BK",50,15
191,167.824246116553,"BK",50,15
192,168.746910383717,"BK",50,15
193,169.659714052791,"BK",50,15
194,170.56193367658,"BK",50,15
195,171.452820722325,"BK",50,15
196,172.331603144359,"BK",50,15
197,173.197487123474,"BK",50,15
198,174.049658962304,"BK",50,15
199,174.8872871246,"BK",50,15
200,175.709524405368,"BK",50,15
25,25,"Blaker",25,5
26,27.8846153846154,"Blaker",25,5
27,30.6410256410256,"Blaker",25,5
28,33.3333333333333,"Blaker",25,5
29,35.9873268493958,"Blaker",25,5
30,38.6143530798703,"Blaker",25,5
31,41.2197883688429,"Blaker",25,5
32,43.806402294097,"Blaker",25,5
33,46.3757784052556,"Blaker",25,5
34,48.9289375072353,"Blaker",25,5
35,51.4666237163129,"Blaker",25,5
36,53.9894498300161,"Blaker",25,5
37,56.4979830217022,"Blaker",25,5
38,58.9928002639232,"Blaker",25,5
39,61.4745223642812,"Blaker",25,5
40,63.9438296377855,"Blaker",25,5
41,66.4014620817009,"Blaker",25,5
42,68.8482080333574,"Blaker",25,5
43,71.2848858753759,"Blaker",25,5
44,73.7123230254722,"Blaker",25,5
45,76.1313354853858,"Blaker",25,5
46,78.5427100540023,"Blaker",25,5
47,80.9471902567402,"Blaker",25,5
48,83.3454662593973,"Blaker",25,5
49,85.738168537989,"Blaker",25,5
50,88.1258648135097,"Blaker",25,5
51,90.5090596590693,"Blaker",25,5
52,92.8881961824718,"Blaker",25,5
53,95.2636592345031,"Blaker",25,5
54,97.6357796637593,"Blaker",25,5
55,100.004839216748,"Blaker",25,5
56,102.371075758562,"Blaker",25,5
57,104.734688560112,"Blaker",25,5
58,107.095843460476,"Blaker",25,5
59,109.454677766524,"Blaker",25,5
60,111.811304796582,"Blaker",25,5
61,114.165818011166,"Blaker",25,5
62,116.518294702472,"Blaker",25,5
63,118.868799236436,"Blaker",25,5
64,121.217385857637,"Blaker",25,5
65,123.564101079135,"Blaker",25,5
66,125.908985687231,"Blaker",25,5
67,128.252076395998,"Blaker",25,5
68,130.593407188758,"Blaker",25,5
69,132.933010384212,"Blaker",25,5
70,135.270917464022,"Blaker",25,5
71,137.607159696739,"Blaker",25,5
72,139.941768590451,"Blaker",25,5
73,142.27477620353,"Blaker",25,5
74,144.606215339766,"Blaker",25,5
75,146.93611965094,"Blaker",25,5
76,149.26452366686,"Blaker",25,5
77,151.591462769894,"Blaker",25,5
78,153.91697312838,"Blaker",25,5
79,156.241091600812,"Blaker",25,5
80,158.563855620542,"Blaker",25,5
81,160.885303068815,"Blaker",25,5
82,163.205472142317,"Blaker",25,5
83,165.52440122001,"Blaker",25,5
84,167.842128732869,"Blaker",25,5
85,170.158693039143,"Blaker",25,5
86,172.474132307007,"Blaker",25,5
87,174.788484405807,"Blaker",25,5
88,177.101786806629,"Blaker",25,5
89,179.41407649251,"Blaker",25,5
90,181.725389878345,"Blaker",25,5
91,184.035762740306,"Blaker",25,5
92,186.345230154434,"Blaker",25,5
93,188.653826443971,"Blaker",25,5
94,190.961585134921,"Blaker",25,5
95,193.268538919277,"Blaker",25,5
96,195.574719625359,"Blaker",25,5
97,197.880158194677,"Blaker",25,5
98,200.184884664758,"Blaker",25,5
99,202.488928157384,"Blaker",25,5
100,204.792316871729,"Blaker",25,5
101,207.095078081876,"Blaker",25,5
102,209.397238138258,"Blaker",25,5
103,211.698822472575,"Blaker",25,5
104,213.999855605771,"Blaker",25,5
105,216.300361158703,"Blaker",25,5
106,218.600361865118,"Blaker",25,5
107,220.899879586624,"Blaker",25,5
108,223.198935329325,"Blaker",25,5
109,225.497549261794,"Blaker",25,5
110,227.795740734067,"Blaker",25,5
111,230.093528297321,"Blaker",25,5
112,232.390929723818,"Blaker",25,5
113,234.687962026715,"Blaker",25,5
114,236.984641479165,"Blaker",25,5
115,239.280983632125,"Blaker",25,5
116,241.577003330107,"Blaker",25,5
117,243.87271472401,"Blaker",25,5
118,246.168131280023,"Blaker",25,5
119,248.463265783431,"Blaker",25,5
120,250.758130336056,"Blaker",25,5
121,253.052736345877,"Blaker",25,5
122,255.347094507315,"Blaker",25,5
123,257.641214770551,"Blaker",25,5
124,259.935106298199,"Blaker",25,5
125,262.228777407616,"Blaker",25,5
126,264.522235497196,"Blaker",25,5
127,266.815486954986,"Blaker",25,5
128,269.108537048143,"Blaker",25,5
129,271.401389791826,"Blaker",25,5
130,273.694047796358,"Blaker",25,5
131,275.986512091696,"Blaker",25,5
132,278.278781928491,"Blaker",25,5
133,280.570854555347,"Blaker",25,5
134,282.862724972142,"Blaker",25,5
135,285.154385659648,"Blaker",25,5
136,287.445826285981,"Blaker",25,5
137,289.73703339076,"Blaker",25,5
138,292.02799004819,"Blaker",25,5
139,294.318675510571,"Blaker",25,5
140,296.60906483407,"Blaker",25,5
141,298.899128488846,"Blaker",25,5
142,301.188831955868,"Blaker",25,5
143,303.478135313003,"Blaker",25,5
144,305.76699281311,"Blaker",25,5
145,308.05535245705,"Blaker",25,5
146,310.34315556463,"Blaker",25,5
147,312.630336346551,"Blaker",25,5
148,314.916821480515,"Blaker",25,5
149,317.202529694588,"Blaker",25,5
150,319.487371360951,"Blaker",25,5
151,321.771248103036,"Blaker",25,5
152,324.054052418998,"Blaker",25,5
153,326.335667324326,"Blaker",25,5
154,328.615966016234,"Blaker",25,5
155,330.894811562331,"Blaker",25,5
156,333.172056615839,"Blaker",25,5
157,335.44754315944,"Blaker",25,5
158,337.721102279611,"Blaker",25,5
159,339.992553973054,"Blaker",25,5
160,342.261706986614,"Blaker",25,5
161,344.528358691813,"Blaker",25,5
162,346.792294994899,"Blaker",25,5
163,349.053290283058,"Blaker",25,5
164,351.311107407197,"Blaker",25,5
165,353.565497701483,"Blaker",25,5
166,355.816201039579,"Blaker",25,5
167,358.062945927322,"Blaker",25,5
168,360.305449631372,"Blaker",25,5
169,362.54341834317,"Blaker",25,5
170,364.776547377358,"Blaker",25,5
171,367.004521403655,"Blaker",25,5
