"M","ExpectedLength","Method","N","m"
169,50.2709409245212,"CMC",200,20
170,49.8381300157135,"CMC",200,20
171,49.3949382562192,"CMC",200,20
172,48.9404163349625,"CMC",200,20
173,48.4735456353109,"CMC",200,20
174,47.9932458380111,"CMC",200,20
175,47.4983833066,"CMC",200,20
176,46.9877800004089,"CMC",200,20
177,46.460222637446,"CMC",200,20
178,45.9144718230165,"CMC",200,20
179,45.3492708732329,"CMC",200,20
180,44.7633540983158,"CMC",200,20
181,44.1554543707723,"CMC",200,20
182,43.5243098891248,"CMC",200,20
183,42.8686701586478,"CMC",200,20
184,42.1873013449352,"CMC",200,20
185,41.4789913110168,"CMC",200,20
186,40.7425548195409,"CMC",200,20
187,39.9768395621427,"CMC",200,20
188,39.1807338610158,"CMC",200,20
189,38.3531770642352,"CMC",200,20
190,37.4931738170054,"CMC",200,20
191,36.5998135256738,"CMC",200,20
192,35.6722964299341,"CMC",200,20
193,34.709967751264,"CMC",200,20
194,33.7123613829733,"CMC",200,20
195,32.67925452047,"CMC",200,20
196,31.6107344907896,"CMC",200,20
197,30.5072788183341,"CMC",200,20
198,29.3698492462312,"CMC",200,20
199,28.2,"CMC",200,20
200,27,"CMC",200,20
