"m","true_N","true_M","mse_N_HG","mse_M_HG","mse_N_NHG","mse_M_NHG","mse_N_ratio","mse_M_ratio"
5,750,50,317238.158592624,435.810678121069,92406.2900000001,622.332445932739,0.291283653927212,1.42798806265104
5,750,60,323543.866930324,618.943701778003,92577.3696000001,800.08512160431,0.286135448890882,1.29266219093264
5,750,70,327450.189828686,836.366175998991,95603.22,977.711235012621,0.291962634225429,1.16899901391254
5,750,80,330381.704038209,1119.37254082728,96295.1936,1159.45750054541,0.291466483836718,1.03581020460668
5,750,90,315087.484879021,1291.25789807472,97314.3108000001,1316.06589678392,0.308848543563589,1.01921227258024
5,750,100,326061.96611883,1572.39064061097,97841.44,1494.64304204064,0.30007007920802,0.950554527251495
5,750,110,297749.45762497,1888.50415994869,100285.2096,1625.98637628967,0.33681072133577,0.860991683668757
5,750,120,300110.421687826,2167.5316568057,99546.912,1743.63512334315,0.331700950070799,0.804433521359844
5,750,130,302772.753952612,2474.79520513386,100749.6096,1922.82164554308,0.332756525429526,0.776961924588454
5,750,140,289953.110899164,2742.88375678205,106753.0944,2090.93121688305,0.368173647349227,0.762311276120623
5,750,150,269176.120421773,3118.32762298274,109007.46,2222.41838583343,0.404967052163453,0.712695603070612
5,750,160,284432.225134495,3483.5049040391,110388.2432,2394.91398218058,0.388100339712922,0.687501251800649
5,750,170,246654.140847718,3744.01242764142,110661.8348,2595.28940768404,0.448651842696294,0.693183972500587
5,750,180,238052.773908515,4240.65716450427,113656.4064,2865.05398319949,0.477442058472625,0.675615564300023
5,750,190,250925.582347482,4511.84655165346,114199.5752,3047.80359839086,0.455113321374529,0.675511359594872
5,750,200,227139.734078237,4735.11784776576,118067.44,3327.04480886964,0.519800907926275,0.702631891292735
5,750,210,217276.645920632,5150.97137942973,122512.6116,3638.96286763189,0.563855406920963,0.706461480676051
5,750,220,218508.715017389,5355.99635313879,123628.7232,3914.49949487756,0.565783946833248,0.730862987347544
5,750,230,217154.014401329,5947.87499814945,126349.7028,4271.62080475979,0.581843734956192,0.718175954620568
5,750,240,193276.204194326,6139.52948847509,134766.9504,4764.87664187448,0.697276475196612,0.776098013832972
5,750,250,197356.368553847,6558.16260937998,132639.5,5105.27872759839,0.672081174638204,0.77846174785243
5,750,260,172465.909024195,6748.95069704948,134774.208,5565.48674803422,0.781454194411796,0.824644748178017
5,750,270,171107.932061137,7142.4300430379,140473.9296,6155.07917483124,0.820966789253279,0.861762612688229
5,750,280,168039.79990268,7325.92773006282,145462.2208,6764.58396283368,0.865641478294094,0.923375743262441
5,750,290,142990.387807125,7716.91963810077,150377.8216,7420.35614718756,1.05166384892136,0.961569705942123
5,750,300,139776.100653107,7895.70981042088,158449.68,8218.11429512976,1.13359636775987,1.04083286904533
5,750,310,138394.457452043,8372.89919085874,159426.0464,8878.32542567052,1.15196843381712,1.06036454318757
5,750,320,136127.205329265,8292.94057055215,161952.3904,9598.8763012059,1.18971362122854,1.15747559258908
5,750,330,127819.090510394,8585.2045890337,170885.5812,10718.6917738096,1.33693316481628,1.24850743656139
5,750,340,131471.732123377,8877.39130066485,177318.1344,11774.7882533502,1.34871680426025,1.32637932186997
5,750,350,116450.594401037,9022.4680804124,182043.91,12708.9551238214,1.56327162550214,1.40858964648623
5,750,360,106225.952984864,9284.35908282105,184396.4064,13736.9529180841,1.73588846434048,1.47958009761834
5,750,370,100645.712699359,9436.55736646778,192124.3316,15087.2565446647,1.90891719525003,1.59880939189501
5,750,380,90003.2463290024,9721.80256771206,195111.1968,16200.0068063167,2.16782399255668,1.6663583418285
5,750,390,87378.4198894347,9886.34777329806,201922.8948,17627.3777744953,2.31090119340114,1.78300199211127
5,750,400,81942.8226519064,9646.36543768325,215128.8,19410.3058851373,2.62535256948455,2.01218852950682
5,750,410,70178.0604923692,9880.5642610912,218952.882,20852.7937775223,3.119962000429,2.1104861247286
5,750,420,68759.5643365624,10053.9103619773,226258.416,22456.3732926915,3.29057372866001,2.23359593274464
5,750,430,72447.9940618482,10328.7308882325,231793.4328,24196.6062751534,3.1994458342369,2.34265047051623
5,750,440,65803.4075370091,10327.2705491457,237615.3344,26009.224042342,3.61098829519369,2.51849933809409
5,750,450,57026.8645801747,10153.0799161523,248306.13,28113.6054740288,4.3541957256111,2.76897312994686
5,1000,10,363192.177603091,13.0927101852785,88392.9392,33.138756511499,0.243377871691386,2.531084553354
5,1000,20,501779.602660074,67.7774851669811,125794.3664,138.878829644065,0.250696452651979,2.04904075891742
5,1000,30,556935.788851182,161.671415939824,151531.162,317.799353798816,0.272080130301143,1.9657114521537
5,1000,40,568003.209932286,294.2228792577,156586.304,520.878409946898,0.275678554736808,1.77035318008249
5,1000,50,609375.611169986,460.474173389666,159663.97,707.623451024641,0.262012405933755,1.53672777305977
5,1000,60,589798.692715948,651.344776399468,165262.2496,914.105486627419,0.280201112076034,1.40341263144912
5,1000,70,592100.365714448,903.643368973651,162817.71,1227.5077510625,0.274983295785569,1.35839844922084
5,1000,80,589357.046051633,1121.41822564575,169147.5456,1411.8520941755,0.287003518042577,1.25898800455335
5,1000,90,541099.945853889,1416.1180059892,169446.4012,1691.04132780671,0.313151761515339,1.1941387092423
5,1000,100,585514.04284645,1670.3203397462,178418.84,1905.20528853937,0.304721709376303,1.1406226956614
5,1000,110,578341.202209623,2016.48828658234,181346.5424,2090.69886393967,0.313563242091595,1.03680188863537
5,1000,120,578594.986861015,2381.91466398007,178681.408,2374.8587865332,0.308819488688244,0.997037728700539
5,1000,130,529286.107081424,2715.3165353339,178649.2932,2550.47124677025,0.337528778499596,0.939290581256902
5,1000,140,529970.469602624,3135.69015011326,179619.2416,2717.17151935084,0.338923113460793,0.866530616634013
5,1000,150,539701.596121001,3377.38270572095,185570.05,2916.13611060925,0.343838245678256,0.863430758282028
5,1000,160,524129.536645625,3912.15211595996,179542.9376,3149.16942668079,0.342554511903787,0.804971108826131
5,1000,170,527786.774436012,4300.64273787029,178690.2268,3292.87338589787,0.338565184758461,0.765670060640407
5,1000,180,506587.316452382,4688.14341081656,189694.273599999,3516.28082984532,0.374455236914385,0.750036959563246
5,1000,190,530684.690306952,5236.64809064073,194565.3988,3869.61820606852,0.36663088714216,0.738949446113162
5,1000,200,468214.975965666,5625.49762939208,193280,4003.12942432464,0.412801832323649,0.711604499379594
5,1000,210,479324.589056241,6016.29574736939,196804.7932,4337.81164334238,0.410587726341133,0.721010373407769
5,1000,220,517341.384324498,6718.66773658467,194343.9488,4524.2528989506,0.375659003297713,0.673385420492669
5,1000,230,505124.514127394,7017.00752875937,202602.4384,4699.26552775363,0.401094052522865,0.669696520702533
5,1000,240,436500.75425273,7383.93407777404,203546.9824,4967.42703371649,0.466315305109755,0.672734477501452
5,1000,250,453987.002012854,7978.33334831687,201343.25,5370.62516148342,0.443500032175589,0.673151261925703
5,1000,260,448357.003239411,8580.64973897659,216715.1808,5827.00498589727,0.483354066590278,0.679086684942841
5,1000,270,397185.822616268,8617.80421072814,211792.445199999,5980.88663308896,0.533232641097105,0.694015144326842
5,1000,280,424184.178002293,9304.86150891588,214604.8384,6372.64488243968,0.505923722593066,0.684872620224754
5,1000,290,398624.981686833,9402.81575003126,212263.4996,6708.68043452207,0.532489205021168,0.713475687801259
5,1000,300,358495.63789216,10336.1494605828,218809.240000001,7173.65996166184,0.610353981673331,0.69403601302582
5,1000,310,402285.592798374,10773.9575828439,228332.921600001,7819.12091406791,0.56758911004412,0.725742685911331
5,1000,320,356323.200187557,10921.7563052472,235751.424,8328.30739040932,0.661622436809918,0.762542869264358
5,1000,330,330881.39176926,11255.163597524,237802.6432,8922.91244299644,0.718694520500058,0.792783895647626
5,1000,340,298985.508751574,11776.835489919,244540.536,9552.32280269722,0.817900964568782,0.811111169114493
5,1000,350,323811.652895459,12144.5223727449,238284.43,9949.62825475301,0.735873548309052,0.819268798671102
5,1000,360,324425.908702843,12723.1739375889,248604.7168,10847.7208820573,0.766291193554792,0.852595502920002
5,1000,370,299045.633783623,12807.3773746758,257141.4836,11743.1891523371,0.859873726783978,0.916908185711551
5,1000,380,294112.105413268,13679.8497428065,259503.3024,12475.7107506129,0.882327852623958,0.911977177028073
5,1000,390,283900.580434672,13701.9477223758,262640.8372,13291.0910290923,0.925115534451805,0.970014723336557
5,1000,400,243387.408448009,13921.530306112,280206.080000001,14529.4941444961,1.15127599158383,1.04367076212283
5,1000,410,252701.815870341,14624.1761438356,278655.069199999,15292.7984456702,1.1027030741361,1.04572033974826
5,1000,420,257907.590215639,14948.6208397362,283836.9664,16396.3872854408,1.10053746833383,1.09684949944386
5,1000,430,243652.571362473,15396.6504168265,294313.5324,17642.8550595016,1.20792294845992,1.14588917601326
5,1000,440,209607.223858241,15447.0045490638,304736.7104,19057.3348639224,1.45384641230732,1.23372365194761
5,1000,450,222724.908970881,15628.4072050459,307468.63,20138.04970374,1.3804860508,1.2885541974641
5,1000,460,203062.906712348,16076.3077906069,320147.7104,21829.6125967511,1.57659375404052,1.35787476086429
5,1000,470,230733.513653415,16612.9531939015,320333.9964,22825.8917716162,1.38832886184524,1.3739815856458
5,1000,480,213726.48898523,16629.010674442,327633.2032,24360.2786411589,1.5329555300122,1.46492651415514
5,1000,490,191951.784958373,16936.1917145425,340350.5732,26128.8136683713,1.77310449743309,1.5427797528966
5,1000,500,154111.697602495,17069.4263325842,343589,27617.6518978254,2.22948034020253,1.61796016806408
5,1000,510,172348.341505776,17700.3823110483,341474.1892,29084.8303879133,1.9813024379382,1.64317526462459
5,1000,520,168136.121307215,17379.845218338,361115.0208,31349.3879461748,2.14775396263708,1.8037783163395
5,1000,530,145455.121824947,17094.215190141,377310.6108,33704.1166832898,2.59400017040367,1.9716679770551
5,1000,540,145255.333235584,17599.522913227,384497.5456,35628.8855364265,2.64704597783268,2.02442337284322
5,1000,550,146761.569074185,17509.6540140838,391501.34,37786.6611902173,2.6676012151526,2.15804727836562
5,1000,560,126033.468545401,17951.1405048601,395050.1888,39755.7911204009,3.13448636587901,2.2146665895483
5,1000,570,115443.343433611,17941.2325771558,403010.1808,41728.8313697329,3.49097807472773,2.32586201590549
5,1000,580,107753.969360702,18229.6982754972,418539.9776,44815.8605791574,3.88421865183409,2.45839837291191
5,1000,590,111629.575914817,18222.4096973225,432004.6872,47504.8570579262,3.86998412974048,2.60694704196593
5,1000,600,102949.473486701,18177.5393934303,435527.68,49550.6629061882,4.23049934350817,2.72592796163031
10,150,20,1347.25955685502,14.9250221574132,1075.1648,15.4239360321546,0.798038354621005,1.03342801568261
10,150,30,1668.0138055218,39.6459987383776,1785.42,40.0276831436001,1.07038682419147,1.00962731214671
10,150,40,1413.31141985323,66.8643070865326,2604.2304,86.5164728847364,1.84264441892817,1.29391115610861
10,150,50,1313.71295008037,97.3365159731705,3436.43,166.031170639077,2.61581496916033,1.7057439233272
10,150,60,1098.11655821992,125.273609871718,4501.8288,295.955615776867,4.09959103730993,2.36247375708204
10,250,20,5782.81463363404,18.4212105708512,2731.3164,19.9826591636335,0.472316090526938,1.08476362542932
10,250,30,6575.62693351878,49.2788632714348,3939.2764,45.0043089566386,0.599072368281696,0.913257854767238
10,250,40,6333.9900301811,89.2462477107636,4824.56,78.506387219546,0.761693652344138,0.87966036929615
10,250,50,6258.27745386548,135.938674818038,5887.38999999999,124.726696421615,0.940736495529388,0.917521791267783
10,250,60,5889.50467020487,192.142779404082,6697.51,185.424436295519,1.13719410630283,0.965034631385058
10,250,70,5724.40349924608,236.980237042018,8407.17939999999,289.867463330527,1.468655974567,1.22317146336186
10,250,80,5043.55348446237,291.837515341964,10019.8816,430.089755070271,1.98667103082542,1.47373018361367
10,250,90,4033.13464093107,338.975359711018,11225.4484,601.55835529931,2.78330613763208,1.77463741261946
10,250,100,3599.74897565917,385.377720756814,13040.47,838.837951133151,3.62260537836867,2.17666436317548
10,250,110,3083.3160865206,415.34516745504,14956.6987,1137.69433308982,4.8508483335155,2.73915389472534
10,250,120,2870.35977287223,460.945084965009,17119.3696,1512.91270863718,5.96418949352454,3.28219728983991
10,250,130,2472.34247289874,486.331496405986,19315.3767,1947.56517226831,7.81258135219161,4.00460423941471
10,250,140,2149.43308274294,511.12085306389,21559.772,2470.1152449216,10.0304457827024,4.83274206112822
10,250,150,1809.63831590386,509.174125309009,24599.275,3126.24380140665,13.5934759912029,6.13983241883979
10,500,20,30516.5937999342,21.2956834377588,10847.6888,27.1132383965067,0.355468532009736,1.27318000738276
10,500,30,40526.6726585684,59.2566796386347,14492.7649,63.2730831175328,0.357610530282107,1.06777975923375
10,500,40,39597.5027166279,114.538214733592,16948.5119999999,114.443244945836,0.428019719356768,0.999170846271905
10,500,50,41073.5999760752,175.919138352729,18487.59,158.467876394686,0.450108829291048,0.900799525728396
10,500,60,37943.7149292864,250.400799623799,20423.4808,212.430493589023,0.538257280238957,0.848361881863704
10,500,70,36100.8148530039,335.281414338496,21751.3038,282.912288614752,0.602515591090324,0.843805461668469
10,500,80,30946.3760896398,420.3857448374,23601.8304,361.65686179795,0.762668634661277,0.860297634349697
10,500,90,31802.7438578145,529.456919887303,25048.9744,440.689149630969,0.787635636471818,0.832341845158566
10,500,100,30940.0377274555,627.676803861791,26653.3,542.481495315976,0.861450145432384,0.864268827489482
10,500,110,28687.314444145,734.457277819391,27611.614,649.474485941706,0.962502574221806,0.884291715196833
10,500,120,30955.3745832536,810.255967886413,30290.3344,802.860287367848,0.978516164245887,0.99087241462984
10,500,130,26728.0147433504,967.545770737292,32152.2556,976.955373499753,1.20294215297076,1.00972522752623
10,500,140,23881.6762067978,1042.51175205555,34710.6376,1175.83052613324,1.45344226675847,1.12788227453054
10,500,150,20963.3466633323,1166.45616032017,38692.195,1455.17960975295,1.84570696756534,1.24752190374093
10,500,160,19255.1505041041,1239.73434758198,40557.7983999999,1724.95919402055,2.10633505000936,1.39139421069116
10,500,170,18809.4639100767,1338.72187862932,44545.1264,2096.87740040046,2.36822945156539,1.56632787875806
10,500,180,19251.8792467839,1482.10199933913,46211.2324,2420.6122176517,2.40034917150852,1.63322916960577
10,500,190,18184.9223102149,1566.28947405788,50355.2067,2897.10214014719,2.76906361440513,1.84965945831296
10,500,200,15244.1565948928,1626.23676131559,53682.8800000001,3385.93310248713,3.52153821471405,2.08206651271859
10,500,210,14467.0007070269,1728.02088468486,56529.3289,3939.63494045974,3.90746707246253,2.27985377687042
10,500,220,13805.4032112788,1823.90614433559,60965.9504,4580.760602658,4.41609342856366,2.51151114155968
10,500,230,13066.5985943472,1894.6761127389,66081.5833,5322.75376075192,5.05729037460353,2.80932119477533
10,500,240,12576.5773095336,1961.90974443156,69618.0736000001,6072.31035363194,5.5355341828358,3.09510178583231
10,500,250,10641.5245381543,1950.34143546342,73445.5625,6907.39179576682,6.90178951678087,3.54163208050059
10,500,260,10349.3688980174,2009.63411429718,78758.0979999999,7883.21773580537,7.60994209174314,3.92271293551479
10,500,270,9982.02622308377,2108.5753196416,83971.9510000001,8916.44304507123,8.41231520768921,4.22865759738986
10,500,280,9184.40404098398,2160.78428122768,87442.7632000001,9961.47776579164,9.5207879367894,4.61012135840414
10,500,290,8304.16924554279,2119.05504474038,93374.7961000001,11181.6505275737,11.2443271974639,5.27671546585221
10,500,300,7743.2240806339,2137.18512473223,99854.68,12584.6662431631,12.895749749738,5.88843057979819
10,750,20,65300.0186865433,21.7819415593068,24997.1376,31.441552860955,0.382804447882206,1.4434687915835
10,750,30,107625.18768044,62.9006433038942,34038.1008,81.3564144083743,0.31626519343284,1.29341148412925
10,750,40,105236.28902376,120.718097441932,37579.4304,139.118060506222,0.357095739013709,1.15242091661642
10,750,50,112542.643659288,188.902632060278,41135.9099999999,198.72902729867,0.36551398352197,1.05201830769228
10,750,60,122591.753895703,282.419028104275,42313.9932000001,276.459529193439,0.345161822515397,0.97889838035759
10,750,70,112805.046488542,379.076844085515,46146.0738,348.27555203344,0.409078097447417,0.918746574651954
10,750,80,101074.087984027,480.164162682671,49436.5664000001,441.231818713819,0.489112168964735,0.918918680329374
10,750,90,95797.7875200708,599.843699924799,49807.7027999999,520.195247296963,0.519925397959369,0.867217989223157
10,750,100,96402.9823978859,724.057156090364,51264.8500000001,621.685233624134,0.53177659782779,0.858613478777007
10,750,110,86168.582605706,850.892130154092,54251.0015999999,721.209982197332,0.629591435294277,0.847592728430483
10,750,120,82491.5390230329,986.234971599553,55734.5952,831.44576151426,0.675640142735584,0.84305037385336
10,750,130,89203.9334730428,1147.16528673281,57913.5501,958.324816119468,0.649226416876575,0.835385124709299
10,750,140,89457.6466452842,1340.20851772914,59903.2452000001,1114.14759331347,0.669626884301209,0.831324065303877
10,750,150,76884.4953173322,1480.91692543244,61644.0600000001,1230.25174054672,0.801774918929637,0.83073649805675
10,750,160,66665.3072265998,1609.54414553071,65487.8144,1434.5766331864,0.9823372474292,0.891293747468717
10,750,170,66384.5181210085,1777.71145458519,66642.9086,1597.07132685676,1.00389233041536,0.898386137265126
10,750,180,64607.858292556,1930.49674276322,72508.4388000001,1873.47694968915,1.12228513243186,0.970463667816166
10,750,190,59021.5381101639,2116.21345339413,74543.064,2100.76889311921,1.2629807081758,0.992701794684204
10,750,200,58224.1021773659,2278.85483043694,78793.44,2420.13400348751,1.35327874631668,1.06199568799364
10,750,210,58241.9806987636,2428.90866523598,81657.0422999997,2725.96401597279,1.40203065418298,1.12229992629548
10,750,220,52990.2391520121,2586.1342191865,86164.2940000001,3097.12627107817,1.62604085920092,1.19758914603141
10,750,230,48883.5784094174,2701.12668426106,89524.2188,3478.47423980942,1.83137613310962,1.28778641152887
10,750,240,46157.7098632398,3003.36292820885,94573.2096000002,3941.2656705805,2.04891468576345,1.31228418435963
10,750,250,41858.2019831202,2999.04166586778,96886.25,4406.24926241028,2.31462999865762,1.46921908840347
10,750,260,44557.5547898592,3227.73081890943,100793.0712,4922.77552168336,2.26208712922773,1.52515057725496
10,750,270,45341.9482973907,3434.75961850694,104375.1699,5487.49445393398,2.30195599923099,1.59763566112942
10,750,280,40600.7343142644,3552.6132857681,110810.8992,6183.23212273644,2.72928312927257,1.74047430028669
10,750,290,42941.0665395356,3692.33911782914,115386.3056,6819.21627519534,2.68708522862991,1.84685535580074
10,750,300,36458.5227766515,3781.47807318488,122988.15,7714.77491882551,3.37337172856501,2.04014799756008
10,750,310,32969.9424398961,3861.05354667902,126011.8904,8435.60913458757,3.82202336657756,2.18479465063188
10,750,320,34030.4851695826,4046.55118589297,131673.5808,9340.0745726212,3.86928308967201,2.30815678427161
10,750,330,32712.9446960608,4221.00467628253,137987.8614,10307.4058480211,4.21814247179698,2.4419318713238
10,750,340,31545.5164584291,4325.01148827721,144019.0104,11359.637017083,4.56543517332453,2.62649869205501
10,750,350,28855.1707667201,4394.87729798904,148669.03,12414.9283981926,5.15224918271724,2.82486348455583
10,750,360,27750.2282597759,4464.36848513915,157594.9536,13715.3310759734,5.67905071355519,3.0721772007908
10,750,370,27048.513929079,4552.21259857999,164496.7979,15012.8796636958,6.0815465992442,3.29793025667977
10,750,380,26031.0557419006,4723.86395666319,170755.5908,16312.6913515107,6.55968749377864,3.45325172383531
10,750,390,23907.4798099825,4593.17087864112,177213.1266,17707.1300556198,7.41245534905795,3.8550993471548
10,750,400,22356.9737521494,4695.07096199807,185617.6,19273.0230297476,8.30244746260236,4.10494818624544
10,750,410,22124.6601439118,4850.19866973857,192094.8521,20883.8280174918,8.68238657003101,4.30576754469677
10,750,420,20632.221228127,4791.46944469611,201506.5728,22709.3524101107,9.76659616877776,4.7395381880706
10,750,430,19705.0649212715,4902.6019249358,204297.0914,24148.1950231919,10.3677451567014,4.92558755390039
10,750,440,19216.896349542,5072.27227388452,213302.8,26071.0622176327,11.099752848752,5.13991773506799
10,750,450,18084.9466726893,4867.36886275112,222461.5275,28066.7748576936,12.3009225034623,5.76631351539479
10,1000,20,134620.150688174,22.6318695194127,44327.1036,31.3955844057289,0.329275397281917,1.38722894186002
